Node,Page Rank,Frequency,Follower Count,Timestamp,Conflation
"Jenny McCarthy's#N#""Sid the Unvaccinated Kid""#N##MakeAKidShowSerious #AntiVaxers http:\/\/t.co\/WltW7qllri",0.0003405605182860661,1,84,"1428452790
",3240
Bob the anxiety builder... No you can't!,0.00020904302048204101,1,195,"1428460932
",2319
Fell Off The Wanderly Wagon,0.00016278147284072277,1,310,"1428438204
",1471
Teen (parent)Titans,5.102424531264997e-05,1,144,"1428458331
",32
The Street life of Zack and Cody  #MakeAKidShowSerious  ~~~ http:\/\/t.co\/kmBhjWaVML,0.0003280114691397531,1,95,"1428453711
",3190
Scooby Dooing Taxes,4.255032562610161e-05,1,1993,"1428444694
",87
All That: And still ended up Nothing.,5.3643612475933626e-05,1,96,"1428454179
",241
The Great Space Beer Coaster,0.00016639453425244824,2,804,"1428438972
",1472
Fraggle on the Rock,0.0002255679779096667,1,456,"1428441805
",1802
Land of the Lost Virginity,0.00023607686301678525,1,10,"1428462257
",2097
Where In The World Is Carmen Electra?,0.00016830805317259416,1,24,"1428453693
",1607
Boy Meets World Financial Crisis,6.14321452875498e-05,1,101,"1428441949
",135
"The Edison ""Twins"" were really just Tom wearing a wig and talking to himself.",0.00020859105691509852,1,513,"1428450771
",2734
The Suite Life of Crack and Cody,0.00027672494511498866,13,34670,"1428445152
",2640
Animaniacs Killed My Family#N#,0.00015579357494382453,1,947,"1428452645
",993
Reading [Redacted on account of Indiana's Religious Freedom Law],0.0001563548958570141,1,44,"1428446956
",1679
My Serious Pony: Business is Magic.,7.902690573093148e-05,1,42,"1428458248
",400
The Adventures of Pete and PTSD,0.0002837570953573107,1,305,"1428454557
",2568
Clifford the Big Rabid Dog,0.00019563550566270934,1,1032,"1428459465
",1731
The Darkwing Rises,0.00021160996866607625,1,1011,"1428463959
",1467
My Little Pony Burger,7.356089214260589e-05,1,77,"1428455331
",180
Kinky &amp; the Pain,0.00020931737503188027,1,79,"1428450507
",1776
Enron: The Electric Company,0.0001947902009639992,1,931,"1428456286
",1481
Finding Nemo - Before He Ends Up Disappearing Into A Broken Life On The Streets #N#,0.0001906008709782863,1,2384,"1428448543
",2301
Bob the Relationship Builder,0.0002068022952156585,1,240,"1428438761
",1699
Bill Nye the Convicted Felon Guy,0.00017317270642542415,1,878,"1428438481
",1690
Mr. Roger's Neighborhood Watch,0.000141905362410092,8,508,"1428445607
",867
Add hit songs to your videos - FREE APP TODAY!!  http:\/\/t.co\/w5STd0IOFT,0.0001440931323875982,2,46,"1428479020
",1056
He-man and the effects of steroids,0.00027149934594391725,1,17,"1428459916
",2526
"""Scooby Doo - case of the missing blunts"" (spoiler alert: it's Shaggy)",0.00023908881394505584,1,250,"1428452025
",2834
All of the ponies die of cancer. Learn all about death with dignity on the next My Little Pony!,0.0002706988917118534,1,13,"1428451215
",2577
Sonny with a Chance of STD's#N#,0.00026676627415525957,1,68,"1428443596
",2416
Rugrats and Other Vermin Caused By Hoarding (my Twitterless wife getting in on things).,0.00011643165065075564,1,88,"1428450742
",1446
Expose: Pound Puppies,4.6753302513794665e-05,1,924,"1428447580
",14
Prostitutes of Waverly Place#N##N#,0.00022403864538933954,1,387,"1428448374
",1475
Young man raping young girl#N#Watch the video here#N#http:\/\/t.co\/B1CCiUmmmB#N##MakeAKidShowSerious#N#312 http:\/\/t.co\/JBfyDb6CfC,0.00031124443256023347,1,4,"1428451275
",2741
Pee Wee's In the Big House#N##MakeAKidShowSerious http:\/\/t.co\/zDeN0nBfzw,0.00035838771549256515,10,26437,"1428451702
",3365
Dora the Exploratory Surgery,0.00020850761744326408,2,219,"1428439648
",1690
The Electric Company Shuts Off Your Power,0.00018014945587874464,1,59,"1428456223
",1577
Jamie and the magic colonscopy torch,0.00022735470406583312,1,272,"1428439646
",2134
Wild and Crazy Crips,0.00011763327034054814,1,1749,"1428454231
",821
-----&gt; mary poppin pills,2.6388673513895726e-05,1,1859,"1428460245
",16
Phineas and Firearms,0.00012957489411961114,1,70,"1428448945
",808
Double Indemnity Trouble,3.053833248994926e-05,1,872,"1428441403
",9
Hannah Montoya (Prepare to Die),6.484657470490473e-05,1,611,"1428453292
",406
Elmo is literally a puppet with an adult woman saying the words,0.00017834826450921265,3,323,"1430619938
",2185
Blue's Clues Crime Scene Investigation,0.00012028624566101545,1,894,"1428450310
",840
PM Abbott helps launch veterans program - The Australian  http:\/\/t.co\/qipJIdICZL,0.00019799262191400242,2,1747,"1428465914
",2030
Dexter's Kill Room#N##MakeAKidShowSerious http:\/\/t.co\/8jhNsqE9k8,0.0002755548507705001,1,1094,"1428442812
",2044
Curious George Meets The Joker...#N##MakeAKidShowSerious http:\/\/t.co\/Zx0MMiA1ve,0.0003043479149383724,1,524,"1428443581
",2626
Mr Tumble dry only,4.301602787796112e-05,1,539,"1428439881
",116
The Druggy Dolls,0.00020068246904695358,1,659,"1428438086
",1463
Where in the World is My Dad?,0.00023414121787036917,1,176,"1428443722
",2150
"Scooby Doo, The Dog Who Had To Live In A Van",0.00016491204287007448,2,474,"1428449207
",1747
it's a thug life,0.00016972513402209506,3,1301,"1428449653
",1240
I'm a Sesame Street Sweeper because I didn't learn the letter K and the number,0.00028692738517363965,1,59,"1428455938
",3031
Magic Shroom Bus,4.293103211914082e-05,1,1232,"1428438702
",92
Multi-Coloured Sweat Shop,2.7858687218193335e-05,1,1364,"1428439614
",13
"Leave It In Beaver, Taking it out will kill him",5.621073175538578e-05,1,98,"1428452936
",334
The Flintstoned,0.00024841324832094183,2,1205,"1428448772
",1464
Not Sonic the Hedgehog #MakeAKidShowSerious http:\/\/t.co\/yv2tYj5AVk,0.0002596591581740625,6,26436,"1428449448
",2280
The Too Friendly Giant #MakeAKidShowSerious (Canadian),0.00018270656358338876,1,261,"1428461648
",1846
The Tragic School Bus Accident,0.0001786711606888069,1,176,"1428443304
",1490
SpongeBob Square Pants Made in an Illegal Sweatshop,9.20834965166706e-05,1,37,"1428446207
",522
Teen Wolf Gets Parvo,4.732428698504915e-05,1,342,"1428452660
",60
"""@Xanman7: #MakeAKidShowSerious spongebob gets evicted from his pineapple because you can't afford a house on a fry cooks salary""",0.00014624528791411636,1,148,"1428446360
",1564
The little whorehouse on the prairie,0.0003064715484829655,1,32,"1428447547
",3150
The Slightly Retarded B  #MakeAKidShowSerious http:\/\/t.co\/1knlhvH7PT,0.00024798216318306103,1,66,"1428452214
",2113
Walt White the science guy,0.0001767677317088454,3,51,"1428438284
",1656
The Jungle Book of Mormon,0.0002257005325497697,1,542,"1428459530
",1956
The Secret Molestations of NIMH#N##N# #MakeAKidShowSerious#N#,0.0003197618886228562,1,199,"1428468340
",2743
"Phineas Ferb, County Coroner",3.130357294450414e-05,1,1007,"1428446641
",30
The Grand Wizards Of Waverly Place,0.0001607091578933783,1,86,"1428450767
",1498
The Silence of Shari Lewis and Lamb Chop,0.0002507037666049955,2,2055,"1428443538
",2566
"Dora the spy: Codename ""Explorer""",0.0001925769152864592,1,21,"1428450746
",1691
Bernard's Crotch,0.00013536341018415563,1,196,"1428447714
",773
Boy Meets World Vision,6.491320102963477e-05,1,2142,"1428449998
",128
"When I want to, but cannot #Gif #Discipline #MakeAKidShowSerious http:\/\/t.co\/DnaVS9Mrq2",0.00016394574643187457,1,339,"1428442205
",1199
Dora the undocumented immigrant.,0.0002073275032499076,1,178,"1428454707
",1690
Johnny twisted Testicles #MakeAKidShowSerious #ouch Johny Test,5.898242226273842e-05,1,93,"1428446004
",483
Full House of Lies#N##N#,0.00024561146306603627,1,199,"1428472338
",1579
Pokemon: The Nelson Mandela Telling,0.00016444719348878415,1,96,"1428454968
",1478
"Right.... I think young adults can handle real life situations, they may even learn something from it.... GASP!",5.2029520861398425e-05,1,15267,"1428517585
",437
Uncle Grandpa's only got a week to live.#N##N#,0.00024769606906324264,1,284,"1428464654
",2094
"""The Penguins of Madagascar were busted for selling illegal Rhino horn to smugglers from China""",0.00017789326950568726,1,171,"1428441704
",2423
Bill Nye the Scientologist Guy,0.0001876279599293635,1,946,"1428449404
",1691
Righty O'Rourke &amp; Power Rangers,7.341866994013681e-05,1,211,"1428458732
",266
sponge bob square pants was very serious!!,4.555833785800745e-05,1,42,"1428448221
",111
SpongeBob SquarePants: What It Actually Look Like #MakeAKidShowSerious http:\/\/t.co\/wAfqS2NRLl,0.00015946406807128827,3,245,"1428453937
",922
Under the influence dog,0.00018924989675880147,1,88,"1428454489
",1641
Full House Depression,6.399084047628997e-05,1,282,"1428447327
",177
Bear in the Big Blue Coffin,0.0002162238058443505,1,206,"1428439839
",1941
Phil Collins of the Future,0.00023333113794884178,1,411,"1428469134
",2090
Laura the Explorer xxx.,0.00019033238174836893,1,373,"1428448895
",1646
Jake And The Neverland Zombies,0.0001739430063781388,1,262,"1428453678
",1524
"I had many woes at school pointing this out#N#""@Woodlandbookshp: #MakeAKidShowSerious#N#'Children's Beginners #Bible.' http:\/\/t.co\/zI79osPTu8""",0.00024572082101052535,1,404,"1428447161
",2200
##N#Go Diego Go omg Diego Im bout to cum,0.00011245998204974776,1,24076,"1428449330
",1196
Boots gets rabies and Dora's parents have him put down. Dora struggles living without her pal. Hilarity ensues.,0.0001389627696867509,1,111,"1428453401
",1831
Romper Room (no need to change the name; its serious enough) -,0.00015619820968281955,1,605,"1428450553
",1958
Angela was eaten by an Anaconda,4.801567204284627e-05,1,302,"1428445414
",227
Handy Manny the truth about deportation,0.00016361709690343283,1,29,"1428446615
",1651
Caillou probably had 2 months to live,6.907065349471087e-05,1,421,"1428444949
",442
No YOU figure it out!,4.648758278858103e-05,3,739,"1428453606
",180
High on Crack-Cocaine,7.126326437751536e-05,1,40,"1428449783
",295
The Legend Of Korra#N##N#amidoingitright?,0.00026911908231145313,1,334,"1428452951
",2102
Sesame street walker,5.14943563371072e-05,1,35,"1428449589
",122
Salute Your Shorts : Penn State,3.6897501313280834e-05,1,216,"1428437803
",55
Sesame Street thugs,6.931059793067178e-05,1,878,"1428438169
",145
Dexter's meth laboratory,0.00013649894501011002,4,41,"1428449481
",784
Canada Top Trending Hashtag #MakeAKidShowSerious via,5.9347638940642276e-05,1,14345,"1428447240
",470
This is just a Regular Show.,9.498163174203782e-05,1,738,"1428453690
",683
Dragon Ball G Spot...,3.4025894415787385e-05,1,12,"1428453787
",35
Malcolm X in the Middle,0.0002147117371145111,1,327,"1428450228
",1837
The Simpsons of Anarchy,0.0002494746586602026,2,167,"1428451514
",1954
Jamie and the Magic Porche,0.0002536245226679409,1,162,"1428439937
",2193
Seasme 'Hood,2.6307213976853364e-05,1,899,"1428450283
",13
Pee Wee's Playhouse 90,0.0001263506845725423,2,210,"1428455392
",781
Pinky &amp; the Stinky#N##N#,0.00030504148773218215,1,86,"1428446396
",2350
"""Davey and Goliath surrendered to local South Carolina authorities after photos depicting bestiality became public""",9.184801523128073e-05,1,171,"1428441253
",1155
The Powerpuff Girls Go to Planned Parenthood,0.00018474839997910717,1,47,"1428459776
",1840
A Charlie Brown Trout Christmas,5.172679820478261e-05,1,4023,"1428445502
",151
The A Little Too Friendly Giant,0.00018110426533232444,2,10,"1428450336
",1646
Henry Is In Grave Danger,7.09381807214593e-05,1,111,"1428461141
",101
Sam and Kat: The Death of Kat,0.00023396170323491188,1,3853,"1428444095
",2573
Pinky and the Inoperable Brain Tumor,0.0002341613862350112,1,1212,"1428454409
",2140
SpongeBob Cancer Pants,7.144865958430206e-05,1,461,"1428453204
",81
teen titans go to the ER,0.00019222302936613278,1,24,"1428455354
",1910
Little Hospice on the Prairie,0.000208776129843412,2,207,"1428461377
",1880
A Pup Raped Scooby Doo,6.288928288540123e-05,1,339,"1428462465
",197
The Powerball Girls,0.00020954874902502982,1,1708,"1428448163
",1476
The Amazing World of Gumball Trees.#N##N#,0.00030957701518107255,1,4373,"1428444871
",2579
"Boy meets world was soo good , girl meets world.........",4.740745432870188e-05,1,72,"1428451087
",165
My Little Pony with 3 legs,8.485085243477499e-05,1,72,"1428448313
",345
Dora the Anal Explorer:  Inside the Rectal Canal,0.00024578064697793826,1,161,"1428448167
",1694
Star vs the Forces of Depression#N#,0.0002838800574301653,1,168,"1428444486
",2635
How the terrorists stole Christmas.,0.0001732075457246676,1,155,"1428441730
",1657
"""@TheHashtagGame: #1 Canada Top Trending Hashtag #MakeAKidShowSerious via @noompsydahling"" unbelievable!!",5.404678817930827e-05,1,1299,"1428447739
",482
Thomas and Friends Get Drunk And Pull A Train On A Hooker,0.00011798674903081867,1,144,"1428451157
",1152
Jim'll Fixed It For Me To Carry A Lifetime Of Nightmares For The Rest Of My Life#N##MakeAKidShowSerious#N#(bit wordy that one),0.00021286247680499931,1,433,"1428451391
",2716
They need to make a show about the relationship between Dora  and her parents.,0.0002287487861575587,2,396,"1428447596
",2676
Animaniacs Who Are Really Just Suffering From A Misunderstood Behavioral Abnormality,4.915614796931096e-05,1,207,"1428456846
",231
sponge bob dress pants (i think sponge bob is going to court),6.967541251048333e-05,1,80,"1428441700
",610
Everything's Rosie on heroin,0.00013531277803094152,1,6,"1428447967
",997
"Goku dies in Dragon Ball Z, and dies again, and again, and again, and again. Dying Ball Z.",0.00013954845010595324,2,187,"1428443288
",1176
Andrew Garfield and Friends,0.00012061714561338086,1,25,"1428452618
",839
Captain Planetary Climate Change.,2.934220980492223e-05,1,56,"1428449256
",23
Thomas the shank engine,0.00019718944371957414,1,60,"1428441863
",1672
"Go, Diego, Go Back to Your Own Country",6.94715772868632e-05,2,2654,"1428439570
",475
Lap Band Albert.,3.348279275465165e-05,1,58472,"1428451797
",46
Sabrina the Teenaged Bitch,0.00019269635218351443,1,322,"1428452133
",1650
"Serious Steven Universe, or alternatively, Steven University",3.622430536899025e-05,1,39,"1428442262
",65
Law &amp; Order: Blue's Clues,0.00014155183239029627,1,198,"1428444753
",1020
Clifford the Big Dead Dog ... #MakeAKidShowSerious http:\/\/t.co\/a3c5dQBRn9,0.000263383166365576,26,420,"1428447148
",2361
Can't Afford The Big Red Dog,0.00021062877730715907,1,1551,"1428438455
",2159
All Scat,4.032304406973349e-05,1,32703,"1428452766
",59
Jake and the Somali Pirates,0.0002492751355026284,9,1070,"1428475452
",2133
"Ex-men, a transgendered story",6.978357188274154e-05,1,757,"1428455990
",445
Peter pan-life as a trick,7.417900145327261e-05,1,123,"1428449007
",488
Breeding Rainbow,5.5538076351470986e-05,2,312,"1428454255
",39
Mr. Rager's Neighborhood,0.00014837011800862999,1,7,"1428444060
",850
Nightmare on Sesame St#N#,0.0001601322709048325,1,628,"1428444088
",1108
The IED Goes KaBlam!,0.00017976222770650863,1,6,"1428449162
",1477
Salad of the Tossed,0.00025666384357260925,1,345,"1428456049
",2086
The TERF's,0.00031184792700350474,1,1320,"1428439805
",2145
Depression Clues,3.541107156774416e-05,2,377,"1428457077
",53
Gem and the Hallucinogens.,0.00027154009237801097,1,257,"1428455313
",2129
Lilo and Stitch Plus Eight,0.00010324832767483151,2,98,"1428460666
",808
UPS Delivery Guy Pat,3.623323230531702e-05,1,44,"1428453859
",53
pinky and the brain damaged,0.0002459821244239418,3,10342,"1428449757
",2130
rocky and bullwinkle pull more endangered species from a hat,0.000114755811732975,1,17,"1428461093
",1200
Boy Meets World War 2#N#,0.00015188367543755363,60,1564644,"1428448174
",965
Malcolm in the Middle (of a prison threesome),0.0002540273522775108,1,25,"1428452539
",2487
Zoboomafoo stop throwing your poo,3.4539604331286764e-05,1,1280,"1428455216
",101
Dora Selling Chicles At The Border,0.00016787593616124607,1,226,"1428446785
",1624
The Powerlunch Girls,0.00020954874902502985,2,612,"1428444198
",1476
"The ""Flint Michigan Stones"" http:\/\/t.co\/IqLHT7drSw",0.00024020501371408795,2,97,"1428446280
",2031
Cloverfield &amp; Friends#N##N#,0.000205701409234399,1,88,"1428452903
",1022
Rocko's post humorous life,0.00012046646082935926,1,45,"1428462281
",813
Bear with the big blue balls,0.00018363251812078348,1,30,"1428466496
",1782
The Morose School Bus,0.0001922237711086172,1,14,"1428446274
",1482
Superfriends with benefits,5.244066307001577e-05,3,944,"1428437682
",156
Angry Beaver Pelts!,3.101256158943515e-05,1,216,"1428444255
",23
Jake and the Neverland Pirates of Penzance,0.0002686796656954092,1,91,"1428461992
",2506
Chuck Vanderchuck's Meth Lab Explosion,0.00011031667640670535,1,65,"1428470508
",795
Rocko's Post-Modern Life,0.0001341481972644093,4,1268,"1428452828
",864
Felix The Cat Burglar,0.00018026159540200618,1,92,"1428442969
",1477
Tele-vision Fell Into the Tubbies,0.000160911137611424,1,443,"1428443280
",1645
Josie and the Unfixed Pussycats,0.0002474819912605361,1,570,"1428444718
",2131
Trapqueens of Waverly place,9.763880694497188e-05,1,3,"1428455698
",747
Sid the Science Kid Comes Down With Ebola,0.0001555332636379166,1,150,"1428451508
",1716
##N#The Chuckie Brothers,0.00028090617187903107,1,929,"1428445699
",2086
How the Dallas Buyers Club case will affect you - Sydney Morning Herald  http:\/\/t.co\/1m9WRmRL2g,0.00019031456020793253,1,779,"1428465514
",2282
Sam and Catscan,0.00012516300900247996,1,30,"1428456603
",810
Irregular Show.... sponsored by Immodium AD,4.382324475238047e-05,1,190,"1428441566
",194
"Sigmund, the Sea Monster &amp; Johnny &amp; Scott r friends, finest of friends that ever could b If they weren't killed by BP #N#",0.00020919053946046173,1,246,"1428456182
",3226
The Double Feckers,0.00021029910145244787,1,1410,"1428449608
",1468
The Court Martial of Eddie's Father,0.00027132446767583814,1,746,"1428459393
",2591
Barney faces extinction,3.500599196174634e-05,45,41,"1428453360
",72
3 2 1 Contact High - The Dangers of Second Hand Smoke,0.00017688848485974482,1,235,"1428447861
",2012
Animaniacs: mental health awareness,2.8252548323601676e-05,1,806,"1428445997
",15
Dennis The Autistic Kid,0.000180721631160508,2,2717,"1428438321
",1488
Sponge Bob Cancer Pants,7.052477095190791e-05,1,1293,"1428461164
",154
Powerpuff Girls: Mojojojo is pissed because he was Professor Utonium's first accidental creation,0.00010368559865472935,1,0,"1428452348
",1098
"8pm Enchantment Park Live in 3D &amp; 4D opens at @thepitnyc Come laugh, Cry, and ride some attractions",0.00010103565088532482,2,164,"1428448099
",1384
"Martha tweeks, a dog #N#Thats paranoid that cats are undercover k-9's",0.0001730832190295408,1,123,"1428450097
",1938
Dog with a Glock,0.00010202549879562159,2,608,"1428445892
",587
Molly and the big red blunt,0.00023186943487427269,1,525,"1428452198
",2137
. Aaron Rodgers Neighborhood (Will include a 2016 Super Bowl Title trophy on Main Street) http:\/\/t.co\/ALIzEn4v6X,0.00014581078254321012,1,44,"1428457088
",1394
Spiderman and his Amazing Financial Advisers,0.00010548562274381807,1,294,"1428440108
",886
Dora the Strawberry#N##N#,0.0003286986086562603,3,1249,"1428445448
",2295
"Really you shouldn't shake toddlers like that... ""Everybody Crazy Shake."" - Team Umizoomi.",7.766076378849e-05,1,1407,"1428449076
",877
"http:\/\/t.co\/AbCUMXcGyb @ #N#EvynFreedman#N#    ##MakeAKidShowSerious 2014 Toyota Sienna LE in Winston Salem, NC 27127",0.00022151009405300227,1,1,"1428448850
",1732
Wolf on Sesame Street,9.074735982515129e-05,1,831,"1428491386
",353
People are a lot like #Pokemon #MakeAKidShowSerious http:\/\/t.co\/tEPfMzcyno,0.00017358430934694054,1,18,"1428442988
",1234
Read what happened in real-life to any of the kids from Diff'rent Strokes,0.00020363127113565808,1,61,"1428448257
",2573
The Sylvester &amp; Tweedy Hour,0.0001827097994750175,1,211,"1428458081
",1594
Pee Wee Durst's Playhouse,0.00012472374009803668,1,95,"1428460705
",781
The Pubic Hair Bears#N#,0.0002611272471539505,1,947,"1428458929
",2098
Wee's Play House of Horrors,0.00018437019164948488,3,4366,"1428438957
",1541
Angry untamed Beavers,3.6317308695561624e-05,1,1279,"1428454635
",17
Dora went exploring never to return.,7.981846325771699e-05,1,145,"1428438698
",580
321 contact the police.,0.00018732139602246645,1,755,"1428465033
",1636
"Steven Universe. no honestly, I don't have to MAKE it serious at all! it's a show that speaks for itself!",0.0001722808034726761,1,1007,"1428464726
",2217
UnFairly Odd Parents#N#,0.0001388639639241211,3,815942,"1428446951
",867
Strawberry Meth Cake,4.518818203207166e-05,1,3645,"1428460905
",61
The Wombles Cull Ordered by DEFRA,0.00016199768522266695,1,34,"1428446166
",1581
Mister Rogers' Rent Controlled Neighborhood,4.633240321336126e-05,2,915,"1428445201
",88
watch the fanbase grow to freakish levels on tumblr,0.00017961192525945438,1,229,"1428534382
",2066
"Well, this... #MakeAKidShowSerious http:\/\/t.co\/MqmTdtGQei",0.00017161604776825968,6,4356,"1428447505
",821
The street life of Zach and Cody😂😂,0.0002706075666312828,1,93,"1428455770
",2589
Ben 10 to Life#N##MakeAKidShowSerious http:\/\/t.co\/CtQlZmyLRe,0.0002449398989730217,3,97,"1428451141
",1793
Adventures in Puberty Time,7.305086754336751e-05,1,3391,"1428441495
",465
Get your own crack,4.408567673046494e-05,2,3832,"1428439333
",149
The food Critic,0.00020854676559028384,1,542,"1428456865
",1463
The Fairly OddParents: Comatose Dream,0.00016754004357218876,1,30,"1428467066
",1474
Barney the Pedophile #MakeAKidShowSerious http:\/\/t.co\/buevVV1rlC,0.000274998375309681,1,2,"1428453529
",2311
The DRUGrats,0.00024020419411685296,1,1350,"1428450269
",1462
Betty Blue Peter,4.217455886140755e-05,1,6,"1428446322
",112
Saved by the church bell,0.00018691272380185457,1,36,"1428453652
",1713
Fat Albert and the Gangbang #N##N#,0.0003351731355490958,1,199,"1428476519
",2680
Sesame Street thugs#N##N#,0.0002108410549461923,1,26,"1428702315
",954
"""Governor Chris Christie says he has no idea why Cow and Chicken are missing after visiting him in New Jersey""",9.924775999677328e-05,1,172,"1428443329
",1336
#  Popeye and his crack pipe,0.00011568723700940713,1,978,"1428443619
",888
Sesame Street cast celebrate the life of Snuffy...gone too soon.,0.00019731510847358983,1,51,"1428447987
",2206
My Little Pony Boy #MakeAKidShowSerious http:\/\/t.co\/XyQPw6ESBX,0.00018767280898600563,1,856,"1428451228
",1001
Inspector How Do I Work this Gadget,5.3037831683522934e-05,1,69,"1428455845
",261
Spongebob against the plastic bags army,0.00017272318540312027,1,540,"1428456060
",1675
Deadbeat-Dad,3.1491566551638964e-05,1,1624,"1428445238
",10
Or... Show them how to find their dream http:\/\/t.co\/IbDl8ocLhA http:\/\/t.co\/uvJAn7zlG3,0.00017320793992593354,1,53,"1428444734
",1096
8 ball is Enough.,5.3092400129794314e-05,1,105,"1428451957
",217
Sesame Occupy Wall Street,6.351684065431948e-05,15,786,"1428441604
",143
Vera Drake and Josh,0.00011740181685344085,3,541,"1428449255
",806
The Amanda Knox Show,0.00018550655240561197,1,84,"1428444947
",1477
Hella-tubbies: a look at childhood obesity,6.828573938614022e-05,4,192,"1428445451
",469
Sabrina the Teenage Mom#N##N#,0.00029612854837809954,1,31,"1428464089
",2261
Wacky Racists,2.488112813804382e-05,20,309,"1428449365
",4
Dexter's Actual Laboratory,0.00013852618010688503,1,302,"1428445561
",777
"Where's Ralph Waldo Emerson, Transcendentalist? http:\/\/t.co\/oTQp4yjid9",0.00018181693652655472,1,1695,"1428450852
",1440
Phlebitis and Ferb,0.0001261570526891185,1,932,"1428442377
",804
"""Doc McStuffins.""  Not the cartoon but the ""hidden"" video your kid(s) found in your bedroom closet...",0.000247980403672442,1,24,"1428448076
",2588
Legends Of Eddie's Father's Hidden Temple,0.00015347270441252618,1,1037,"1428470279
",844
"Dora the Girl Explore (it was a ""phase"" in highschool)",0.00021097417834579799,1,8,"1428457092
",2229
The Cat in the Hat Knows a Lot About Tuberculosis,0.0002850577827535223,1,924,"1428462619
",3401
The wiggles wiggle out a arm from a trunk #MakeAKidShowSerious http:\/\/t.co\/VkryGEXaZT,0.0002477479317491954,1,62,"1428457225
",2487
Dora: Life on the Border,0.00022571136337473722,1,79,"1428459727
",1946
The Fairly OCDParents,0.0002090360762227121,7,459,"1428438885
",1474
Roundhouse (To The Face),0.00018954332753277285,1,1164,"1428445401
",1507
CSI: Blue's Clues#N#,0.00022362732091063366,1,743,"1428460776
",1557
"Noooo. Rofl.""@IPetFudge: The Magic Segregated School Bus #MakeAKidShowSerious @NoompsyDahling""",0.0001601619939437077,3,84,"1428455543
",1866
The Facts of Liver Disease#N#,0.0002944081791408328,2,3082,"1428452711
",2513
"##N#Rolf's Cartoon Rub#N#""In your groin today!""",0.00021107429939896442,1,928,"1428440314
",1643
Jim'll Fix It,4.67578204538513e-05,1,289,"1428452329
",80
Drake raped Josh,3.053702705289306e-05,1,25,"1428461414
",13
The Boston Strangler and Ally,0.0002411175494807472,1,40,"1428449973
",2153
The Hickey louse club,0.00017831091339866117,1,2630,"1428445086
",1465
Yu-Gi-Oh-My-God-Put-The-Knife-Down,0.00014726588114012153,1,779,"1428442861
",1605
