Node,Page Rank,Frequency,Follower Count,Timestamp,Conflation
yes but we're spamming  #DestinyMovement2015 in his chat to get him off AidsW,0.004999028601086204,1,3697,"1426565787
",107
Got some great content planned for the near future with me and my friends.,0.00589233209108844,1,4261,"1428297702
",111
bo3 is going to be dead,0.004431200494398299,1,89,"1430065837
",71
"Ya'll hatin on supply drop openings, but I'm gaining your entire sub count each day.",0.003180032399825208,7,12314,"1426636999
",67
let's get it trending lol,0.0031057180364567148,1,73,"1426748647
",46
Can I transfer my titan over to blops 3??,0.004290037246658623,1,40,"1431919223
",81
Join in Guardians and type in #DestinyMovement2015 http:\/\/t.co\/jyRMqKkNAX,0.007006818162667202,2,347,"1426398019
",106
"Have 7 videos privated with tn's, titles done and ready to go.",0.003761935686392875,1,3615,"1427399902
",83
Welcome to the,0.007698148535058292,1,225,"1429065969
",93
Today is RESET DAY ! Imma leave work early lol,0.0023455051446561355,1,411,"1425995430
",38
247 - You are fam and I'm happy we became friends and chill. Excited for the future .,0.006377930282341142,1,3612,"1426645496
",120
just a quick reminder i started all this #DestinyMovement2015 crap lol,0.004043470792042761,2,3561,"1426477743
",94
Get in here Guardians spam #DestinyMovement2015 http:\/\/t.co\/B3EUcjI3Ck,0.006143573342191474,2,345,"1425538075
",91
All this talk about aware got me like..... #DestinyMovement2015 http:\/\/t.co\/zdAaH1ajlZ,0.005557532171850232,1,330,"1426015959
",91
"I put my X1 for sale on Craigslist for $280, hopefully someone contacts me by Monday so I can pick up my PS",0.004694172624246898,1,1664,"1426368590
",85
So glad I joined the #DestinyMovement2015 and moved away from the aids warfare,0.009448973339942242,1,947,"1428862985
",142
But Destiny is going to take over...,0.0048793590283848,1,75,"1429799732
",73
I heard someome is joining the,0.007904545456198493,3,477,"1429064978
",120
that avi though! #DestinyMovement2015 @NeverThatKid lol,0.0042843102853466234,1,1700,"1426993978
",80
Gonna invest in a yeti soon also only playing ps4 from now on :) #DestinyMovement2015 so expect godly quality every video,0.0041533300232319305,3,3483,"1425189659
",107
Anyone from the #DestinyMovement2015 want to get online and grind reset?,0.008142803696355906,1,1698,"1427795973
",133
LETS GAME! #GAMER #gamerssupportgamers #DESTINY #DestinyMovement2015 #COD #CallofDuty #xboxlive #XBOXONE#N##LETSGO#N#GAMER TAG: PSGAPOCALYPSE,0.003936444203180424,1,4327,"1431912092
",80
smh get kicked from the,0.005357437005314054,2,943,"1426882121
",81
you were so upset,0.0007934408886570524,1,1,"1420660198
",0
Destiny servers are crowded 😂 #DestinyMovement2015 is unreal,0.005778198905265146,1,3556,"1426633964
",105
"yeah I might go back for it, bout to join the",0.007910269228498948,1,298,"1427917719
",131
I kind of did but,0.004088344036407966,1,328,"1425646965
",64
Join the #DestinyMovement2015 while there's time.,0.007569660664356184,1,1344,"1426482075
",121
House of Wolves is trending,0.00360498054893436,1,73,"1429732391
",52
yea AW=poop,0.0009811681568266256,3,3500,"1425355785
",3
and yet another guardian has fallen. He will never forget what people did for him to help him out. #N##N#We Are,0.004414702114113064,1,50,"1426648317
",104
If you are apart of the #DestinyMovement2015 DM Me your skype. We're making a chat for it.,0.007521923501725271,1,3703,"1426880645
",148
nooo join the,0.006469820065598843,1,311,"1428296014
",74
join the movement guardian,0.006011112214240231,1,227,"1425988701
",76
I'm more exited for the Destiny DLC than I am for a whole new CoD,0.007287378377484854,1,72,"1429728840
",125
make a Destiny Bot to Tweet #DestinyMovement2015 at People,0.0056473969483227275,3,238,"1427403927
",102
this is why you lead #DestinyMovement2015 with honor never,0.005584075703209624,1,1102,"1425401635
",109
"Officially entering the #DestinyMovement2015 #N#@NeverThatKid - ""The Speaker""",0.007301151941435448,3,1124,"1424323486
",119
So many great ideas,0.000931051002459529,2,3482,"1425185110
",3
We are DooM Destiny,0.0023921427894390912,1,56,"1427385711
",31
"CoD is killing CoD, but It's also killing people.",0.0026386359660515207,1,444,"1424727391
",59
Bored of cod,0.0020276577288598587,2,285,"1434202882
",23
Each day is a day of #DECISION....#N#&amp;#N#Our Decisions determine our #DESTINY !#N#,0.003710251759508242,5,309,"1430147083
",75
me and @Azhtros just got it yesterday,0.003757913954733305,3,943,"1426882117
",60
Guardians. http:\/\/t.co\/7QH24SeVpr,0.0041685003061153365,2,1171,"1426634786
",34
rt if in the,0.006903072828813814,18,3679,"1425191023
",93
Happy Early Birthday! #DestinyMovement2015 is going to greet you again on Friday :D,0.005992428888346643,1,1611,"1428900743
",123
People have to stop with this #DestinyMovement2015 as their name. Its getting annoying when people r in my mentions,0.00471660899451968,1,3621,"1427394748
",109
maybe if you had more hours you could fix that shitty game of yours,0.0031328407038215007,1,6049,"1426468662
",53
"""well a white cod fan boy joins so we remove the cancer"" -",0.004106893894715579,1,3614,"1429376386
",90
if,0.002261630777427427,27,30,"1426473402
",14
Me and Coldside are on the straight grind right now,0.005655444599079175,1,3612,"1426766440
",107
Prepare for Battle Guardians,0.0022025962456680708,5,1172,"1426478452
",26
"LMAO, Well welcome to the #DestinyMovement2015 :)",0.008242090952536385,1,1690,"1429065709
",121
"Ahem,",0.0007934408886570524,1,1344,"1426217175
",0
Is the #DestinyMovement2015 going to become a big thing?,0.007621943285340339,1,78,"1431316526
",127
has got your back 😀,0.0018283026869960713,1,1173,"1426893466
",19
LETS GOOO BOYSS,0.0008518319519994089,1,185,"1426563785
",1
cuz u basically have the whole #DestinyMovement2015  helping you. No CARRYING you,0.006229237365229399,1,239,"1428036996
",120
Got to level 32 by getting a set of Iron Banner gear #DestinyMovement2015 http:\/\/t.co\/649A5UmuY6,0.005950308422247544,1,419,"1427524266
",114
look bro if u and some of the other #DestinyMovement2015 help me lvl up on PS4 I'll play more,0.008350862267949077,1,246,"1427311679
",157
"Ask the speaker (@NeverThatKid)#N##N#BTW Never, he's new to the",0.007638087312731339,1,447,"1426800971
",116
guys. Stop don't want #DestinyMovement2015 to get worst then AW drama,0.005518177312736718,1,1747,"1429422275
",100
9 - One of the best upcoming YouTubers and streamers in #DestinyMovement2015 ! Keep up the hard work bro! Streams are always a good time!,0.00769393954702936,1,1341,"1426646736
",143
Spam #DestinyMovement2015 in the chat til he streams it!! http:\/\/t.co\/ZAO0MqELp4,0.008129977065543513,1,3697,"1426563397
",132
is aids cancer and herpes all put together,0.003691884309490928,1,18,"1430349462
",69
In 40 mins ima be on that Destiny Grind,0.0029229470245536555,1,529,"1425826495
",49
We got #DestinyMovement2015 and #BattlefieldHardline in our hands :D,0.005217044654126685,2,1171,"1426641502
",97
COD YTERS ARGUING WITH EACH OTHER. WHY AM I NOT SURPRISED AT THIS SHITTY COMMUNITY.,0.0021427447020745134,3,285,"1426476739
",44
Hope I am able to sell this XB1 tomorrow. I want to get a PS4 and hang with the homies,0.007722641259341355,6,1168,"1426449448
",133
GOT A CRAZY PROJECT COMING TO #DESTINYMOVEMENT2015 ! Can't talk about it now but just be ready @HesitateFPS @StealthyYT…,0.0029825019465577027,1,290,"1426743652
",71
yo what's #DestinyMovement2015 ?,0.0048747261635135675,1,1970,"1426640632
",77
Is it time to initiate @ImPeacefulChaos and @SkatmanRUNS into @MovementDestiny ? #DestinyMovement2015 Fav if yes,0.005907113667501876,2,3714,"1427767001
",115
watch out @NeverThatKid is gonna kick you from the,0.006379421608988269,1,282,"1430936203
",111
Find #TheMovement. #N#Join #TheMovement. #N#Be #TheMovement. #N##N#,0.0022922775417820794,18,448,"1427044923
",17
Found these 2 GT's in multi #DestinyMovement2015 http:\/\/t.co\/Ny3DTDWB73,0.006034641327952222,9,1135,"1428778678
",100
Follow @MovementDestiny if your apart,0.0022012529908651234,3,751,"1427047404
",20
the community is too good http:\/\/t.co\/psoNCGvgxR,0.007361145335766168,1,70,"1426837180
",121
Switching over to Destiny #DestinyMovement2015 http:\/\/t.co\/5P6pmg19ZQ,0.007374907381267681,1,833,"1426479627
",106
comes out in 15 days!!,0.0021697038358672177,3,9,"1430753396
",29
I've summoned the #DestinyMovement2015 squad now. MUHAHA,0.00788799802996075,1,717,"1427431878
",134
lets start the #DestinyMovement2015 so please lets get this trending  right before the House of Wolfs DLC release,0.006782037024477213,1,1162,"1431211067
",126
Destiny is $30 on Amazon for anyone who is interested in joining the,0.007452327743426998,2,1701,"1427061791
",129
half of the #DestinyMovement2015 has him blocked. Get $40 psn and split it with me and we'll not block him,0.007196549750731558,2,3716,"1427562721
",146
Everyone is morning on to,0.005073129610939258,3,340,"1425961721
",76
This is my speaker #N##DestinyMovement2015 http:\/\/t.co\/RqxkmkKAlR,0.0074144388549994365,1,196,"1427063683
",116
96  don't really know you much but you and I stay on that grind. VoG this weekend?,0.005223080823549038,3,717,"1427432440
",119
I'll go get Destiny from my friends house sometime soon......,0.0042413811088277764,2,286,"1427722719
",81
New video go check it out #DestinyMovement2015 https:\/\/t.co\/xG8moJQyLb,0.005159541111935808,1,3572,"1426194669
",93
Will I be one still if I join the #DestinyMovement2015 ? 😃,0.00909984364141006,1,423,"1426648229
",139
"The Speaker @NeverThatKid  is 3 off 3,700 follower help Guardians.",0.0028504516829249717,3,1173,"1426697328
",55
I feel like its too late for me to get destiny and join,0.006322169852882712,1,1354,"1425264719
",114
who is awake?,0.003137962788226148,1,1741,"1429583246
",33
here I come,0.003715390019354229,1,591,"1431483173
",45
you have been officially removed from the,0.005305016002691469,3,4956,"1431994874
",88
because,0.0007934408886570524,1,128,"1427042892
",0
...#N##DestinyMovement2015 @xCo...#N##N#How does it feel?,0.0044923348681518375,1,443,"1426120244
",89
IS GETTING PUT OF HAND BUT I RESPECT IT GUARDIANS. Get ready for the Iron Banner tho.#N##N#- The Speaker,0.005148742290952692,10,3696,"1426478452
",118
make me,0.001795684224502346,1,3622,"1427048663
",17
you self revive with 6 Guardians infront of you http:\/\/t.co\/yS4b8MdQwY,0.004620875335774701,1,4227,"1426477818
",68
well done 1N I think it's time,0.0045624747846774415,1,228,"1426035734
",71
I think the #destinymovement2015 no more,0.007123627532362142,1,349,"1428964500
",101
I GOT AIDS LMAOOOOOOO #DestinyMovement2015 http:\/\/t.co\/eRrVdJCXbA,0.006860017755682966,3,378,"1430059157
",105
Who has been in the darkness and wants to see the light? Tweet me.,0.00812717218160443,4,4232,"1426739100
",119
Prevailed Unbroken #DestinyMovement2015 http:\/\/t.co\/DgiCDPkzX9,0.005782063667477062,1,69,"1427260051
",77
is growing,0.0035779925646013833,1,854,"1426675155
",33
Everyone is joining the,0.007170612699002275,3,3693,"1426282541
",96
Can someone from the #DestinyMovement2015 help me rank these clips for my Top 5?,0.006504594103937093,1,1791,"1434323356
",130
it's weekly reset,0.00268561337446341,1,134,"1435610958
",31
Join the,0.006908126820030006,1,460,"1428351466
",74
Grind time soon,0.0016446731747219914,1,1640,"1425933386
",14
Buffalo should join the,0.005785978692343228,1,6047,"1426820894
",74
I've been waiting for the day that another FaZe member would join the,0.0075466073750755525,1,84,"1432219508
",110
no one can stop the traveler and the words of the speaker,0.008430692290054201,2,3674,"1424994169
",105
When you see someone slandering the #DestinyMovement2015 #N#http:\/\/t.co\/UtAKbeAw72,0.008366097496083443,1,4261,"1428292498
",129
to what's #DestinyMovement2015 ??,0.006719106612056004,1,1970,"1426640600
",93
you can't have your name as #DestinyMovement2015 &amp; Destiny avi after uploading an AW video on DooM 😂,0.005565607769924101,1,697,"1425702664
",111
is over is all about,0.00423764915495307,1,89,"1430061416
",43
I honestly dont give a frik. I play Destiny kid,0.004739683446556043,1,238,"1425003741
",72
nice iron banner,0.0007934408886570524,1,866,"1426947578
",0
HOLY JESUS @NeverThatKid #DestinyMovement2015 http:\/\/t.co\/Sq3XSCaviL,0.0058784729028834954,4,3717,"1428198489
",82
Is there any room in the #DestinyMovement2015 ? There's much hate here in the COD Community. Might have to switch to Destiny.,0.008610657754422494,1,422,"1425615583
",144
Yo help this nigga learn the ways of destiny,0.0047684017783901685,1,295,"1435072617
",95
"If you're #DestinyMovement2015 change your avi to any guardian in the game. Tweet me ""#DestinyAvi2015"" when done",0.007335407460806649,5,448,"1426478427
",139
I agree with top disagree with bottom.#N#,0.003459392486010223,1,712,"1426911659
",61
And #DestinyMovement2015 will still be here,0.0039457690243369535,1,1343,"1426723378
",75
yeahhhh,0.0007934408886570524,1,237,"1424812926
",0
We have to get him to Tweet,0.004252391617808188,1,84,"1432620240
",54
Follow @MovementDestiny if your apart #DestinyMovement2015 @NeverThatKid”,0.00492985390762381,2,243,"1427050252
",79
Which destiny exotic is better? RT for Gjallarhorn. Or Fav for Ice Breaker.,0.0032987759822538593,1,1128,"1431132714
",57
well done guardian finally you have joined the movement,0.005115510485118931,1,230,"1426242760
",90
You should join the #DestinyMovement2015 thats fun,0.007070221473549516,1,202,"1425268037
",113
Which Raid boss in #Destiny is better. RT fpr Crota. Fav for Atheon,0.003984497768716121,1,1153,"1431196360
",82
join the #DestinyMovement2015 Crimson,0.008858171562225943,1,289,"1424554062
",112
Lets Catch Destiny #DestinyMovement2015 http:\/\/t.co\/skpzY2JXTu,0.006272661263760393,1,6,"1427952301
",90
I want all of you to sub especially if you are in the #DestinyMovement2015 http:\/\/t.co\/TIrI9rVfoM,0.01020881385862683,3,3731,"1428638156
",159
He is not a part of the Destiny Master Race,0.0067973308871725185,2,6996,"1426735319
",119
umm i body u fawk u mean na its boring im leaning towards,0.0012984367723595308,1,285,"1434397225
",12
This guys has joined guardians,0.0013131503930271277,3,925,"1426727444
",11
We now have the traveler (@ColdsideTV)  and the Speaker (me).,0.007609812636822409,1,3698,"1426634837
",103
tweet me #DestinyMovement2015 and see if u don't get blocked when I get back,0.006994214710401574,1,875,"1426449277
",131
So far this week I've gotten 6 exotic items in Destiny,0.0041340892493394775,1,295,"1425861618
",85
or.... Join the,0.005825601779264033,1,3711,"1427071629
",74
it's not only u I'm just see my timeline full of,0.004896353713768533,1,340,"1425962009
",93
Breaking: Pwnstar4hire has left #DestinyMovement2015 He says the game is stale and does not offer much.,0.006795756648891425,3,7149,"1428269331
",143
Nothing better than doing the same thing over and over to get a piece of loot that'l be replaced in a week!!!1!1!1#N#,0.005654274666984715,2,815,"1427317352
",140
say #DestinyMovement2015 for me and I'm being serious,0.007191100209603875,2,474,"1430610834
",121
http:\\/\\/t.co\\/ycv,0.0007934408886570524,1,1330,"1422028813
",0
"Me,@dbI28,@oCrimson and @King_Nonstop all quit COD",0.002475375918690754,2,943,"1426885551
",45
GOT A CRAZY PROJECT COMING TO #DESTINYMOVEMENT2015 ! Can't talk about it now but just be ready,0.0030908028606775897,2,250,"1426743491
",71
i was also wondering if i could join the #DestinyMovement2015 and be lord saladin,0.0067061986534029715,1,191,"1427038338
",133
I'm not a pubstomper lmao. I play COD for fun. I changed my channel.,0.005479716459970726,2,3695,"1426477013
",79
I respect it #DestinyMovement2015 LOL,0.006696673951165431,1,1171,"1426786210
",106
half of the #DestinyMovement2015 has him blocked. Get $40 psn and split it with me and we'll not…,0.007666879852677489,1,590,"1427562889
",146
if you're part of the,0.0067077274136562864,39,3572,"1424628726
",96
Who's down with the #DestinyMovement2015 http:\/\/t.co\/5P6pmfJz8i,0.008563529739159373,1,865,"1428445794
",130
on m chest,0.00220213608773961,3,307,"1430748009
",25
well done on karnage. Now I think it's time you started playing destiny,0.004906744000815848,2,260,"1426993872
",98
.@NeverThatKid Yeah its pretty Cool. Say did they add the new raid to Destiny yet? Whats it called Arena?,0.005134284463704658,4,7953,"1430864482
",124
Going to play again and level up. Then act like every other FPS is trash.,0.004033871395063874,8,309,"1430147103
",92
another KRNG member joined the,0.004818643156813093,1,1696,"1432869385
",74
http:\/\/t.co\/5P6pmfJz8i been live for 3 and a half hours on Destiny,0.0059457530066947695,1,865,"1428041461
",107
Put #DestinyMovement2015 on your Twitter name if you're joining. Rise Guardians.,0.005037548006888736,3,9621,"1425133738
",96
join the,0.007697406155514849,1,223,"1430071318
",74
time to join the,0.008049699031212748,4,3717,"1428178102
",98
u know 2 feed the,0.005146039264548279,1,3625,"1428940554
",79
"I want everyone apart of the #DestinyMovement2015 to support my video tomorrow, the quality is insane and I spent a lot of time editing it.",0.010650154156470101,1,1698,"1428131992
",167
&lt; CoDMovement2015 @NeverThatKid mad?,0.0012279301027855933,1,197,"1427318542
",8
