Node,Page Rank,Frequency,Follower Count,Timestamp,Conflation
The Wanking Dead,0.002597022219257083,1,739,"1424186203
",153
Thats So Not Shaven,0.0005273165277808428,1,331,"1424145559
",4
This show is just disgusting 😖 #sanjayandcraig #tvshow #DisgustingTvShows http:\/\/t.co\/1OZDgRxOBi,0.0010504745785973161,6,75,"1424179976
",45
Mock The Weak,0.002550146396240265,1,226,"1424182174
",153
Cooking With Breastmilk,0.0007118402476105417,1,98,"1424145911
",11
Kinda Looks Like Oysters,0.00028190189813944745,4,702,"1424152054
",0
Making The Band Shit On Each others Faces,0.0017879426293884856,1,1271,"1424144540
",159
##N#The XXX Extreme Hardcore Files http:\/\/t.co\/pvx6Z4rymn,0.003262919484177922,1,126,"1424148964
",250
Down on Abbey #N#,0.002367275032254628,1,1934,"1424181336
",131
Cosby Show,0.0006331316216469125,1,924,"1424157294
",13
Anus Enough#N#,0.0025387683553777063,1,227,"1424182259
",122
Boston Barely Legal,0.0005832995471220001,1,128,"1424182565
",1
Thomas the Wank Engine,0.0012304081531848423,1,390,"1424180025
",58
Abscess Hollywood.,0.00028190189813944745,3,3273,"1424145186
",0
Chico and the Manbla,0.002148175460200555,1,479,"1424145197
",97
The Facts of Lice,0.003048664942607044,8,44,"1424145055
",185
"##N#2 and a Half Men, 1 Cup",0.002873692374900491,1,126,"1424147416
",180
All Cretins Great and Small,0.0012658820063677165,1,1935,"1424181692
",57
Cosby Shows How to be Bartender,0.0008884300620203274,1,71,"1424146978
",30
Louis yuCK,0.00028190189813944745,1,117,"1424146747
",0
Wheel Of Foreskin,0.0004927208720016511,4,879,"1424152015
",10
"Brothers And Sisters (Pump Up The Volume, Pump Up The Volume) Dance, Dance",0.0021108110593689154,1,134,"1424178649
",165
The Bachelorette's Pad,0.003189870079282445,1,127,"1424171970
",195
The Ghouls of Hazard,0.003073258124209868,1,1178,"1424163586
",185
The Orifice.,0.0030808340704049863,3,1568,"1424181906
",153
The Cleveland Steamer Show,0.002552622767990279,4,288,"1424148365
",160
Absolutely scabulous,0.00028190189813944745,1,71,"1424182371
",0
Blumpkin Welders,0.00028190189813944745,1,1321,"1424151718
",0
Sleepy Hollow Dry Socket,0.00028190189813944745,1,448,"1424148623
",0
Street Blues,0.0006532970268148335,1,924,"1424157266
",4
The Orifice,0.0030808340704049863,6,118,"1424148560
",153
The A-Reem#N#,0.004441978711270584,1,184,"1424146347
",249
Touched By a Dangle,0.0010228981962251175,1,25,"1424147183
",27
2 Broke Whores,0.0006394104888860393,1,138,"1424145196
",10
Sabrina's Teenage Itch,0.0012839440018718388,1,459,"1424145700
",53
The X-Biles,0.002550146396240265,1,194,"1424164046
",153
The Golden Money Shot#N#,0.003724477329459595,1,50,"1424179644
",236
Full Blown AIDS House,0.0007480301934552913,1,1128,"1424183830
",14
19 Kids And Counting With Chris Hansen#N#,0.0022177399707751723,5,1843,"1424145090
",144
Malcolm In The Mildew,0.002487874478616356,1,718,"1424145518
",161
One foot in your Groove,0.0011103350752718105,1,1935,"1424183539
",40
The Vampire Diarrhea,0.0026993390614921766,2,64,"1424147015
",154
and not the fun kinda gagging...if you know what i mean.#N##N#,0.0031534883456147043,1,40,"1424146317
",195
The Cummi-Bears#N#,0.0040687473137492255,1,185,"1424147952
",236
Celebrity Juices.,0.0004444119697257483,1,83,"1424180278
",1
you were so upset,0.00028190189813944745,1,1,"1420660198
",0
Ally McBeal's Tapeworm,0.0012160485836005663,1,1128,"1424184617
",51
Only Tools &amp; Horses.,0.0005897633681398358,1,947,"1424184093
",10
Sanford in his Son#N#,0.002568674601174774,1,182,"1424145807
",144
Who wants to be a Fluffer?,0.001047372272343439,1,593,"1424145787
",37
Clay's Anatomy,0.0013943233566040283,1,366,"1424151063
",51
Lost-Virginity Blood,0.00028190189813944745,1,1123,"1424168123
",0
The Black Cyst #N#,0.00410003193505596,2,290,"1424145390
",237
This Old People's House (Smells Funny),0.0013713552241584829,1,819,"1424146032
",67
The Arsenio's Balls Show#N#,0.00448663530505569,1,184,"1424146482
",275
To Get Caught By A Predator #DisgustingTVShows http:\/\/t.co\/8VKz8Zf2i4,0.0013607291730852254,1,902,"1424146334
",51
The Mankys,0.0030557327275803218,1,910,"1424182539
",153
The Miseries of Laura#N#,0.004367423074870514,1,719,"1424147015
",261
The Simpsons: Aristocrats!#N#,0.0040687473137492255,1,184,"1424147231
",236
Picking noses and toes,0.0012065346243089344,1,743,"1424150187
",50
Murdered with Children,0.0007881122340514587,1,34,"1424168934
",15
Agents of Panty S.H.I.E.L.D. #N#,0.0022862027363212633,4,1036,"1424146276
",177
Dawson's Crack,0.0014454468505757268,1,207,"1424146394
",52
It's Always Sodomy in Pedophelia #DisgustingTVShows [Sorry - I blame this one on Red Shelly - total entrapment.],0.0016689757693873297,1,1038,"1424147144
",124
The Ex Files,0.0026538053758377285,1,1178,"1424164723
",154
How Beat the Living Shit Outta Your Mother,0.0016112827684327642,1,1076,"1424146439
",79
On The Cusses,0.0026841723946405905,1,226,"1424180873
",156
Twat's Happening,0.001392030100715004,1,93,"1424146396
",52
Him And Hernia http:\/\/t.co\/frTFeqGLKl,0.00107755587892462,1,1006,"1424146080
",34
Boy Skeets World,0.00053940472943087,3,1279,"1424145369
",4
Slashed in the attic,0.0018322246220191692,1,1364,"1424182317
",79
"Never lose heart, my friend. Help is at hand...#N##N#@PhunPhactory #N##DisgustingTvShows #N#",0.003288192269379952,1,87,"1424170408
",140
Empty Breast,0.00028190189813944745,1,44,"1424145517
",0
The Biggest Jizzer,0.002599104660698696,1,29,"1424147348
",153
Married to Children#N#,0.002586748762314719,1,68,"1424152574
",134
The Shitman &amp; Her,0.002598628345279016,1,989,"1424180022
",160
New Faeces,0.00041610337890995986,1,89,"1424191705
",6
Blue Peter. #N#What? They did the work for me!!,0.0021970156056140165,1,3692,"1424165456
",168
The Biggest Oozer,0.0026140189689858317,3,3273,"1424145199
",153
Spittle House on the Prairie,0.0016773679343811355,1,207,"1424146320
",80
Chicago Fire Crotch,0.00028190189813944745,1,133,"1424169607
",0
Through the Spermhole with Morgan Freeman,0.0014005572596161753,1,128,"1424181838
",66
Who'd even want to live in a House like this,0.0016429228029489526,1,1935,"1424181920
",87
"Ace Crawford, Prosthetic Eye Enabler",0.0005454427041877983,1,448,"1424148419
",1
Clappy Days... Where The Fonz gets an STI,0.0017782842921765082,1,172,"1424185104
",156
21 Dump Right in the Street!#N#,0.003126859732274213,1,15591,"1424146515
",181
Hill Street Poo's,0.0017874490843330247,1,1039,"1424180928
",57
The Crapped on Factor,0.0024690588860896198,1,1935,"1424182570
",164
The Mentalfist,0.0030557327275803218,1,134,"1424176671
",153
Shart of Dixie,0.001168902942875458,1,1271,"1424145737
",50
The Fresh Prince Of Bellend,0.002296500805095848,3,1440,"1424180461
",158
America's Most Unwanted Hair,0.00115453654476412,1,481,"1424145763
",54
"##N#""EastEnders"" the 'omnibus' edition!#N##N#Hold on I think... I'm not quite have got the hang of this game.",0.003689467910653906,3,1434,"1424190208
",224
The BlackHead,0.0030557327275803218,1,234,"1424146384
",153
Grey's Scat-natomy,0.0012735524591926492,1,234,"1424145549
",51
The Amazing Rash#N#,0.004081768584877806,3,235,"1424147183
",236
Solid Gold Dildo,0.00028190189813944745,1,134,"1424176413
",0
How I Met Your Mother at a Glory Hole,0.0015880592113776857,1,1207,"1424146465
",56
any Pubic Service Broadcast.#N##N#,0.0030438344235279922,1,85,"1424165149
",123
Pukes of Hazard,0.0012633231075064133,1,1178,"1424164334
",51
How I killed your mother,0.001109118088714441,3,28,"1424165812
",31
"Two Guys, a Girl and Fifty Shades of Bae.  #DisgustingTvShows @TheHashtagGame http:\/\/t.co\/ZbOpShEExk",0.0020250702986861356,1,298,"1424146375
",135
my TL has me gagging. 😵🙈#N##N#,0.002869690179130796,1,40,"1424146245
",124
Rowan and Martin's Barf In,0.0019855558652530493,1,1835,"1424179847
",108
Fox and Friends#N#,0.0030320339678366285,1,227,"1424182116
",160
Fantasy about doing it with a midget island,0.0009926290995267127,1,718,"1424146068
",38
The Gimpsons,0.0030557327275803218,1,360,"1424144937
",153
Ugly Sweaty Betty#N#,0.002358384599745063,1,182,"1424145624
",122
The Groping Gourmet,0.0025501463962402647,1,1843,"1424145633
",153
Pinky and the Brain Tumor,0.0019677650756879223,1,29,"1424148806
",98
New Girl At The Titty Bar,0.0023142848526380233,1,133,"1424168276
",162
Sabrina The 30-Something Cunt,0.0023167006703335253,1,134,"1424178330
",155
Two And A Half MILFS,0.0010884332525859727,1,133,"1424169104
",31
Growing Stains,0.0006340978702973131,2,1843,"1424145061
",2
Homeless getting hammered,0.00028190189813944745,1,54,"1424166575
",0
booger she picked,0.0002930738728032362,1,216,"1424147397
",1
Married to Children,0.0007473204226274668,1,133,"1424151824
",16
Third Reich From The Sun,0.002160731117585885,7,2931,"1424181553
",155
Cold Case of the Crabs,0.001959652499287771,1,134,"1424178442
",101
CSPAN Washington Urinal,0.00028190189813944745,1,29,"1424149153
",0
My Own Worst Enema,0.000685921473732435,1,2223,"1424147631
",8
Pus bus.  #disgustingTVshows#N##N#Gyno exams at 65 mph,0.002475932026343169,1,4381,"1424152482
",126
Full House of Ill Repute,0.001422187597014192,1,2708,"1424147351
",62
##N#Jim'll Fix It#N##N#_ http:\/\/t.co\/KVvtHEawg4,0.003456583667082436,1,130,"1424151424
",144
Breaking Wind Bad#N#,0.002386809265117655,1,1028,"1424145843
",122
My So-Called Labia,0.0008765288837049323,1,134,"1424178292
",11
"Win, Lose, Your Drawers",0.0005940200812637046,1,34,"1424169119
",14
48 Whores,0.0005707022069833139,1,64,"1424147082
",5
DIY's House Crappers,0.0016040896706316398,1,1844,"1424147432
",65
The Fresh Prince of Bel End,0.002656304398386485,1,89,"1424191997
",185
Fecal makeover #N#,0.002379750594714262,1,1935,"1424182208
",121
The Good Whiff,0.0025784045536851436,1,133,"1424167658
",153
In The Night Hard-on,0.0023940371454296517,1,910,"1424180664
",171
Please Sir (With My Mouth),0.0009844456502882918,1,910,"1424180816
",17
Everybody Mates Chris,0.0007492014748993829,1,134,"1424178552
",7
The Osmonds Family Hour,0.0024990028498263874,1,298,"1424145387
",161
I Forgot to Wipe-Out!#N#,0.002454003657247494,1,182,"1424145427
",148
"""show""",0.00045983314718449385,1,29,"1424145846
",6
The Good Wipe,0.0025944325470744004,1,207,"1424145642
",154
Iced Toad Truckers,0.00028190189813944745,1,422,"1424145403
",0
Sons of Anchovies,0.0011772228505416997,1,118,"1424147513
",51
Mork And Maggots,0.0006060278486323145,1,718,"1424145925
",11
The Fresh Princes Bel-End,0.0021519886822210527,1,2931,"1424181466
",153
The Clap#N#,0.004650269098606793,1,184,"1424147547
",236
Big Brothel,0.0005210883919541056,1,132,"1424182237
",5
Third Cock From The Sun,0.0022169082503670106,1,1440,"1424180092
",157
The Real Houseflies of Orange County,0.002617590851674891,1,1751,"1424146843
",187
Once Upon a Tick,0.0007776832299600075,1,33,"1424146930
",20
The Magic School Pus,0.002284433849310594,3,322,"1424147970
",154
Caillou: How I Learned to Live With Leukemia,0.0013979723527464663,1,51,"1424146865
",47
The Love Goat,0.0025652099143729646,3,1440,"1424180591
",153
LIfe at the Plasma donation center,0.001158260508160738,1,229,"1424146513
",62
##N#The Golden Shower Girls#N##N#_ http:\/\/t.co\/FzzcYBF1st,0.0042257513950662694,1,126,"1424149271
",248
The Fresh Penis of No Hair...Down There,0.0023970970136957793,1,134,"1424178247
",190
To Catch A Predator Finishing Up,0.0007189995775160174,5,352,"1424146623
",22
Beauty and the Yeast Infection,0.00228051342222374,1,207,"1424145775
",100
Only Fools and Corpses,0.0013542088051984912,1,552,"1424182505
",53
The Golden Shower Girls,0.0023616919642074534,10,876,"1424193678
",154
Forget Mike And Take Molly,0.0007043131254733048,1,134,"1424176879
",15
"The Taint#N#""What the hell kinda spy is that? Are you sure that's Roger Moore?""#N#",0.0037224672404670687,1,690,"1424146143
",314
How I Met Your Maggot http:\/\/t.co\/GisrgCJSWN,0.0015443948084044234,1,33,"1424146669
",52
The Fresh Prince with Ball Hair,0.0023832496519208385,1,29,"1424147469
",166
Gilligan's Piles,0.0013831371177265525,4,1076,"1424146235
",51
Boardwalk Vampire,0.0003433930420957712,1,133,"1424167259
",3
The Jeremy Kyle Show,0.0024582493003588194,1,92,"1424168075
",158
and Pastey,0.0015790075715778748,1,1557,"1424148349
",50
Downtown Scabbey,0.000510420963572825,1,1770,"1424145659
",2
Cagney and Licey#N##N#,0.00372843532589782,3,826,"1424146753
",160
The Black-ish List#N#,0.003682813269024373,1,719,"1424147309
",236
Who Wants To Beat A Millionaire,0.0008413326171898038,1,483,"1424148107
",26
Blowing Pains,0.000576705506297901,7,1338,"1424145140
",1
"Two Guys, A Girl, and a Cup",0.0018004187044234005,1,59,"1424169185
",80
Enjoying illegal maggot mexican cheese,0.00028190189813944745,1,229,"1424145030
",0
Saved  By The Felch,0.0024239958924954304,1,429,"1424147175
",157
Joss Whedons Unzipyourfly#N#,0.002100676503346117,1,1028,"1424147780
",121
The Hardening Hour #N#,0.004092944341358128,1,1934,"1424181152
",236
Turd Rock from the Son#N#,0.0027349739265088314,1,1933,"1424178891
",167
Faulty Showers #N#,0.0026395935555483074,1,1934,"1424180387
",122
"Queer Guy For The Browneye#N#""OUCH! I thought you were gonna redecorate my apartment!""#N#",0.003263263893867331,1,690,"1424145566
",255
Patch Priests,0.00028190189813944745,1,1321,"1424151657
",0
The Pukes of Hazard,0.0031215877682208705,1,1321,"1424182421
",185
The Threesome Stooges,0.0025501463962402647,1,39,"1424153081
",153
House Of Tarts,0.000869690843151421,1,529,"1424150164
",22
The Superbowel,0.0030557327275803218,1,63,"1424163514
",153
The Littlest Rabid Hobo #DisgustingTVShows #CanCon #ShoutoutLittlestHobo Heh.,0.0017431681108513127,1,902,"1424146814
",159
Everybody Fingers Raymond,0.0009146250462053653,1,415,"1424146589
",6
The General Erection Special,0.002258864003008311,1,1934,"1424181485
",153
Oh! Brothel... #N#,0.0024890579543161637,1,1933,"1424178554
",122
Parks and Degradation,0.001406063757960928,1,128,"1424182267
",50
keeping up with Bruce Jenner,0.0006264263233356556,1,1897,"1424147763
",11
WONDERFULLY so! :) RT @biljana0910 This show is just disgusting 😖 #sanjayandcraig #tvshow #DisgustingTvShows http:\/\/t.co\/xUx3vvKjm1,0.000956000903243568,1,7145,"1424332256
",45
Fools And Whores's#N#,0.0033102309661074136,1,50,"1424179137
",179
Brown eye is the new Red eye,0.001033798496804318,1,1898,"1424147132
",67
Open All Whores.,0.0007747667565520341,2,1937,"1424186600
",9
Left it in beaver!#N#,0.002593075366093657,1,234,"1424145063
",147
flip this outhouse,0.00037504694761240686,1,1080,"1424145420
",6
"Have Gum, Will Travel#N#""Shit! I stepped on your damn gum again. Throw it in the trash, Jerk.""#N#",0.0029772989314399492,2,1844,"1424146526
",205
Down On Abbie,0.00040445634190864536,1,529,"1424150137
",8
That 70's Show Us Your Tits!!!,0.0014510689859587864,1,133,"1424168307
",77
Queef as Folk#N#,0.002100676503346117,3,182,"1424146260
",121
Little Brother,0.0005198065090073596,1,355,"1424207178
",3
Center Fielders And Their Creepy Moms,0.0005193637339239682,2,1573,"1424152330
",11
Boy Meets World Star Hip Hop,0.0005186516780295176,1,134,"1424176266
",5
Only Stools and Arses,0.0013624482927484215,3,206,"1424182464
",52
Extreme Fisting With Robson Green,0.0007044387301670378,1,908,"1424145535
",14
The Truth Behind Your Tax Dollars,0.002184717052443931,1,98,"1424145752
",168
Falcon Crust,0.00028190189813944745,2,391,"1424148405
",0
Dawson's Creep,0.0013955497584084795,1,1272,"1424146376
",51
Monty Python's Flying Circumcision,0.0011191093812046922,1,134,"1424178854
",51
Who Wanks To Be A Millionaire?,0.0008268188100198819,3,1440,"1424180709
",25
60 and Pregnant,0.00134636977697084,1,299,"1424145854
",50
"Literally, Two and a Half Men",0.0017256003782851232,2,703,"1424145114
",69
Growing Stains!#N#,0.002975635403328005,1,234,"1424146378
",123
American Nose -pickers,0.0006970342768684007,1,288,"1424148414
",4
The Layman's guide for cleaning Port-a-Poty's,0.0028500501137618457,1,229,"1424147520
",218
The Cosby Show#N#,0.004367325921889799,1,2060,"1424149665
",242
The Pube,0.0030766541481677375,2,1440,"1424180295
",153
The O'Reilly Factor,0.0023006277890335576,1,99,"1424179231
",154
Two and a half men and a cup!#N#,0.002917299852272909,1,234,"1424145668
",176
Throwing Up With the Kardashians,0.0015448209542118514,1,118,"1424148536
",70
Downton Flabby,0.0003159158193372323,1,132,"1424166908
",1
Mad About Ewe,0.0005518394768620567,1,415,"1424148997
",2
Cold Sore Case Files,0.0003413990716493,1,483,"1424147532
",3
Larry Flyntstones,0.00028190189813944745,1,2223,"1424147727
",0
Mike and Moldy,0.0014285894230336583,1,32,"1424147989
",52
Press Your Zit,0.0006378660239013243,1,415,"1424146952
",14
The Tainted Love Boat,0.002281290106463697,1,2708,"1424149333
",154
##N#Name That Tumor,0.0021818230265337577,1,126,"1424146909
",124
Strictly Come noncing,0.0005604987755929015,1,1933,"1424179062
",1
Beastiality Bites#N#,0.002379750594714263,1,1028,"1424145725
",121
Growing IBS Pains,0.0009750383627658897,1,217,"1424151886
",3
Rancid with the Stars,0.0016323564841096549,1,739,"1424185958
",67
The Dandruff of Eddie's Father,0.0032959579760745692,1,1321,"1424184709
",224
Thundercats Litter Box#N#,0.0021006765033461166,1,139,"1424146566
",121
50 Shades of Grey's Anatomy,0.0017908972093141958,1,1692,"1424146658
",97
Ball The Midwife,0.0026024001341188024,1,134,"1424178111
",154
Snot in Cleavland,0.0012333235305684572,1,431,"1424145753
",37
Mad-cow Men!#N#,0.0024917602378826537,1,234,"1424146275
",126
Snot the nine o'clock news#N#,0.0025398221503248795,1,1933,"1424178625
",168
The Pukes of Hazzard,0.003086586550136989,1,388,"1424184942
",185
Full Out House,0.0008294234463661045,1,1321,"1424184880
",15
Strictly Cum Dancing,0.0008863547896905466,1,49,"1424179523
",3
Everybody Inserts Fingers in Raymond,0.001418140999189369,1,1076,"1424146356
",38
Who'd Live in a house like this???,0.0013479712342834402,1,1933,"1424179398
",62
Take me Gout,0.0004021445909362428,3,815,"1424179832
",7
Through the A Hole,0.0016381496840535872,1,1178,"1424164009
",75
The Pube#N#,0.00467077306379471,1,1935,"1424181589
",236
The Big Comfy Couch: Special Victim's Unit,0.002519036124357518,1,51,"1424146915
",197
The Young and the Breastless,0.0037330600157345325,1,429,"1424146822
",242
The Farts of Life,0.003036928916037485,1,429,"1424147037
",185
American Nose Pickers http:\/\/t.co\/W6hB4HGL6B,0.0012565581853096687,5,1013,"1424145788
",27
Crap about the House,0.0016220697991539365,1,1933,"1424179310
",71
Turd Rock From The Sun,0.0022473578112824433,1,338,"1424190452
",156
Garbage Pail Kids In The Hall,0.0020685185572228686,1,2770,"1424146901
",162
Gomer's Pile,0.0013573783062818098,1,92,"1424145849
",51
The Great British Wank Off,0.0021252101626527036,3,1077,"1424180967
",155
"Turdburglar, She Wrote",0.0006904638584351948,1,1272,"1424146406
",3
The Vampire Diarrhea #N#,0.004202114767157968,1,68,"1424152152
",237
All the reality ones. #N##N#ALL. Of. Them.#N##N#,0.003840318398857983,1,1123,"1424167119
",173
Semen Behaving Badly,0.00038590453165273606,1,910,"1424183173
",1
Eight was more than Enough...,0.0003116212850410511,1,1843,"1424145017
",2
Show Me on This Doll Where You Were Touched By An Angel,0.0009384304025506714,1,2223,"1424147013
",43
##N#The Big Jihad Theory,0.003916215905750194,1,126,"1424147470
",238
"Shaved By The Balls#N#""Now you know why we call him Screech.""#N#",0.003337305034862389,1,690,"1424146982
",244
"Magnum, P.I.S.S.",0.0010949873968943138,1,448,"1424148009
",25
'Ride my Pimp',0.0003560244224575545,1,172,"1424185395
",6
Touched by a Rangel #DisgustingTvShows http:\/\/t.co\/u6MsgHUWib,0.0013719647764566891,1,1128,"1424185964
",48
Preppers tips for recycling human urine and feces,0.0010351798080276064,1,229,"1424147121
",54
Will And Gacey,0.0006161768243304866,1,236,"1424147870
",12
How I Slept With Your Mother,0.0016793011449687375,1,2300,"1424151000
",40
Jim'll fix it. Always knew it shwould have been banned.,0.0005249495896931795,1,297,"1424184536
",17
Better Call Balls,0.00030354011223099407,1,316,"1424153021
",2
Dawsons Spleen,0.00028190189813944745,1,44,"1424145615
",0
Scooby Doo Doo,0.00028190189813944745,1,429,"1424146858
",0
The Off Fish,0.0025773982704957537,2,132,"1424180384
",153
The Big Bukkake Theory,0.0025182673456684056,1,97,"1424181673
",155
Third Cock From the Sun,0.0012756049458376316,1,1178,"1424163713
",62
The Real Headlice of Orange County#N#,0.003826728894282381,1,5731,"1424181681
",263
Cleaning up with the Kardoucheans,0.001517034062348747,1,29,"1424148524
",65
Fugly Betty,0.00030508862609836534,1,134,"1424178682
",1
Farty Showers,0.0003078863338206146,1,206,"1424182638
",1
"Public access presents,administering enemas to your self at home",0.0006671710375731534,1,229,"1424148702
",26
United States of Chimera,0.001052389220332303,1,1049,"1424145940
",50
Snot The Nine O'Clock News,0.0020943955936043946,1,1835,"1424179411
",158
Mold In The Family,0.0026587726345000807,1,718,"1424146290
",168
Wheel of 4chan,0.0012500240562554152,1,275,"1424145649
",51
The Thin Poo Line,0.0024395961968562883,1,552,"1424182265
",157
How I Milked Your Mother,0.001437616997243907,1,1128,"1424183270
",31
Holby Shitty,0.00028190189813944745,1,739,"1424185972
",0
Law and Order: yUK,0.0012269016175332186,1,118,"1424148589
",50
Yeast Bound Downtown,0.000803989469608063,1,299,"1424146179
",4
DiarRheal House Wives of Beverly Hills#N# #N#,0.0033525337705117095,1,819,"1424146984
",173
Get Lube Smart,0.0003188026643146561,1,217,"1424151509
",2
The Fresh Shits of Bel Air,0.002609057755788728,2,1843,"1424145246
",185
Two &amp; A Half Men #DisgustingTVShows Am I doing this right?,0.0013052452557599915,1,551,"1424146267
",59
Escape to the C*ntry @BeccaRiots 😉😉,0.0013135570771477185,1,91,"1424167883
",70
"7th Heaven, but in retrospect#N#",0.0025297142594568655,1,184,"1424146442
",144
The Gay Team,0.0025653821595639443,1,1178,"1424163949
",153
"That 70s Scrotum#N#""That thing is hanging down to his ankles.""#N#",0.0023644509556542386,2,690,"1424146688
",142
The Facts of Lice#N#,0.004391508444854855,1,235,"1424148100
",261
Mike in Molly,0.0011017749574867793,1,431,"1424145534
",34
Snot Marry Avoid,0.0004514740074968615,1,7848,"1424163358
",5
Multicoloured Snot Shop,0.0004514740074968615,1,226,"1424180810
",5
Don't Trust the B.O. In Apartment 23,0.0012550592184481762,1,322,"1424147043
",92
The Good Sister Wife (she's the one who is bi-curious),0.002880981885293601,1,134,"1424176814
",250
Porks and Reproduction,0.00134636977697084,1,164,"1424146592
",50
How I Ate Your Mother#N#,0.002860592769719755,1,184,"1424146382
",144
"How To Get Away With Leaving a $3 Tip On a $200 Dinner #DisgustingTVShows (I wanna punch those people, seriously)",0.0014441021169342022,3,2778,"1424145511
",70
Open all Whores #N#,0.0025013042028645127,1,1934,"1424177992
",126
The Pig Wang Theory,0.0023000766443337585,7,1843,"1424145295
",153
Sanford in Son,0.001051828873692921,1,21,"1424147017
",33
Once Upon A Time Share Presentation,0.0006470774992214594,1,134,"1424177675
",18
It's Always Sunny In Necrophilia,0.0014415473841523664,1,894,"1424152193
",66
##N#How I Raped You Mother#N#,0.0035049981581480125,1,126,"1424146944
",143
The Oozing Dead,0.0025820973247486197,1,1339,"1424145189
",153
It's Always Runny in Philadelphia,0.0018031809510851368,1,227,"1424182334
",89
##N#Saved By The Bell End,0.0035439486774491097,1,126,"1424148325
",240
"##N#""EastEnders"" the 'omnibus' edition!#N##N#Hold on I think... I'm not quite have got the hang of t…",0.0037891530472864044,2,1146,"1424196106
",231
Breaking Bad Wind,0.00033843445496488866,2,388,"1424184842
",1
Lifestyles of the Rich and Richer,0.002446461449261672,1,288,"1424148449
",137
Men not even behaving Badly,0.0007129915079836732,1,1935,"1424181736
",10
Charlie's Ankles#N#,0.0030413842636130475,1,5731,"1424181597
",164
##N#According to Gym Shoes,0.0022461717714363154,1,3272,"1424144464
",131
Who's Behind is it Anyway,0.001460695887407672,1,25,"1424146264
",75
Barfs and Retch-creation,0.0012065346243089346,1,118,"1424147284
",50
Life in the ER: The Outtakes,0.003178754767536803,1,430,"1424146542
",225
Fresh Off The Bot Fly,0.002136192461957196,1,2778,"1424145555
",153
This Old Crack House,0.000765178493914828,2,797,"1424156293
",19
The Nook Report.,0.0025501463962402647,1,82,"1424179761
",153
A Question of Spurt,0.001418177158943638,1,876,"1424181243
",66
Criminal Hinds,0.00028190189813944745,1,133,"1424167910
",0
Family Styes #N#,0.0026378021147596947,1,290,"1424145687
",129
only pools of pisses,0.001052389220332303,1,917,"1424183938
",50
Potty Time #N#,0.002418600007080142,1,1934,"1424177957
",122
Cheggers Goes Plop* #DisgustingTvShows @keithchegwin #N##N#That should get me blocked :-),0.0026370494715494226,1,910,"1424180990
",132
